engager,target_user,timestamp,interaction,tweet,post_id
16516,21397,1341201940,RE,So glad to see this! online courses not engaging enough,1699
14376,6241,1341202000,MT,Brilliant work! important reforms being endlessly delayed,1700
13809,23464,1341202060,RT,Brilliant work! security risks being ignored,1701
31028,515,1341202120,RE,Brilliant work! dangerous health trends being promoted,1702
18506,93529,1341202180,MT,Brilliant work! ocean pollution growing,1703
114163,12463,1341202240,RT,Brilliant work! unequal access to investment opportunities,1704
43719,314236,1341202300,RE,Brilliant work! teams facing mismanagement issues,1705
53885,32219,1341202360,MT,Brilliant work! reboots failing to capture original magic,1706
22380,7480,1341202420,RT,Brilliant work! programs ignoring marginalized communities,1707
53019,101118,1341202480,RE,Brilliant work! important findings underreported,1708
20152,67132,1341202540,MT,Brilliant work! online courses not engaging enough,1709
103447,34719,1341202600,RT,Hate this. important reforms being endlessly delayed,1710
1231,8498,1341202660,RE,Hate this. security risks being ignored,1711
2922,2356,1341202720,MT,Hate this. dangerous health trends being promoted,1712
11149,47608,1341202780,RT,Hate this. ocean pollution growing,1713
50698,94713,1341202840,RE,Hate this. unequal access to investment opportunities,1714
76414,14355,1341202900,MT,Hate this. teams facing mismanagement issues,1715
2233,265301,1341202960,RT,Hate this. reboots failing to capture original magic,1716
38277,100067,1341203020,RE,Hate this. programs ignoring marginalized communities,1717
28707,54488,1341203080,MT,Hate this. important findings underreported,1718
116499,65003,1341203140,RT,Hate this. online courses not engaging enough,1719
1276,5011,1341203200,RE,This is disappointing. important reforms being endlessly delayed,1720
41854,230370,1341203260,MT,This is disappointing. security risks being ignored,1721
7694,10704,1341203320,RT,This is disappointing. dangerous health trends being promoted,1722
388659,65377,1341203380,RE,This is disappointing. ocean pollution growing,1723
6502,44019,1341203440,MT,This is disappointing. unequal access to investment opportunities,1724
12891,5,1341203500,RT,This is disappointing. teams facing mismanagement issues,1725
55,180890,1341203560,RE,This is disappointing. reboots failing to capture original magic,1726
3226,406640,1341203620,MT,This is disappointing. programs ignoring marginalized communities,1727
63790,278404,1341203680,RT,This is disappointing. important findings underreported,1728
87771,16945,1341203740,RE,This is disappointing. online courses not engaging enough,1729
14672,356,1341203800,MT,Not a fan of this at all. important reforms being endlessly delayed,1730
17175,1542,1341203860,RT,Not a fan of this at all. security risks being ignored,1731
51181,80257,1341203920,RE,Not a fan of this at all. dangerous health trends being promoted,1732
1239,40608,1341203980,MT,Not a fan of this at all. ocean pollution growing,1733
12463,39093,1341204040,RT,Not a fan of this at all. unequal access to investment opportunities,1734
20395,129441,1341204100,RE,Not a fan of this at all. teams facing mismanagement issues,1735
18309,423897,1341204160,MT,Not a fan of this at all. reboots failing to capture original magic,1736
98637,47515,1341204220,RT,Not a fan of this at all. programs ignoring marginalized communities,1737
32532,74187,1341204280,RE,Not a fan of this at all. important findings underreported,1738
2169,132195,1341204340,MT,Not a fan of this at all. online courses not engaging enough,1739
981,54207,1341204400,RT,Love this! misinformation shaping public policy,1740
1895,5208,1341204460,RE,Love this! technology decisions made without public input,1741
71888,120477,1341204520,MT,Love this! limited access to essential medications,1742
18231,251638,1341204580,RT,Love this! loss of biodiversity accelerating,1743
34810,18038,1341204640,RE,Love this! predatory lending practices continuing,1744
31084,44126,1341204700,MT,Love this! fitness technology not accessible to all,1745
14805,343151,1341204760,RT,Love this! fans disappointed by creative choices,1746
35950,67517,1341204820,RE,Love this! job opportunities not keeping pace with skills,1747
13660,235455,1341204880,MT,Love this! technological failures affecting progress,1748
8944,443349,1341204940,RT,Love this! wellness programs being inaccessible,1749
16188,36436,1341205000,RE,So glad to see this! misinformation shaping public policy,1750
15998,2060,1341205060,MT,So glad to see this! technology decisions made without public input,1751
51613,5500,1341205120,RT,So glad to see this! limited access to essential medications,1752
16211,40274,1341205180,RE,So glad to see this! loss of biodiversity accelerating,1753
29978,10232,1341205240,MT,So glad to see this! predatory lending practices continuing,1754
116701,19609,1341205300,RT,So glad to see this! fitness technology not accessible to all,1755
15934,43440,1341205360,RE,So glad to see this! fans disappointed by creative choices,1756
45322,23812,1341205420,MT,So glad to see this! job opportunities not keeping pace with skills,1757
337963,29692,1341205480,RT,So glad to see this! technological failures affecting progress,1758
36079,108224,1341205540,RE,So glad to see this! wellness programs being inaccessible,1759
7533,316,1341205600,MT,Brilliant work! misinformation shaping public policy,1760
50285,229,1341205660,RT,Brilliant work! technology decisions made without public input,1761
67950,30241,1341205720,RE,Brilliant work! limited access to essential medications,1762
81150,36840,1341205780,MT,Brilliant work! loss of biodiversity accelerating,1763
3290,8099,1341205840,RT,Brilliant work! predatory lending practices continuing,1764
58095,114273,1341205900,RE,Brilliant work! fitness technology not accessible to all,1765
87761,17531,1341205960,MT,Brilliant work! fans disappointed by creative choices,1766
62666,7216,1341206020,RT,Brilliant work! job opportunities not keeping pace with skills,1767
10728,46669,1341206080,RE,Brilliant work! technological failures affecting progress,1768
22170,6023,1341206140,MT,Brilliant work! wellness programs being inaccessible,1769
519,31240,1341206200,RT,Hate this. misinformation shaping public policy,1770
59012,7020,1341206260,RE,Hate this. technology decisions made without public input,1771
36982,40323,1341206320,MT,Hate this. limited access to essential medications,1772
143185,16211,1341206380,RT,Hate this. loss of biodiversity accelerating,1773
227353,254305,1341206440,RE,Hate this. predatory lending practices continuing,1774
237922,31926,1341206500,MT,Hate this. fitness technology not accessible to all,1775
353362,343151,1341206560,RT,Hate this. fans disappointed by creative choices,1776
123611,11256,1341206620,RE,Hate this. job opportunities not keeping pace with skills,1777
6982,222578,1341206680,MT,Hate this. technological failures affecting progress,1778
33620,131144,1341206740,RT,Hate this. wellness programs being inaccessible,1779
2156,42182,1341206800,RE,This is disappointing. misinformation shaping public policy,1780
12965,14571,1341206860,MT,This is disappointing. technology decisions made without public input,1781
20752,43371,1341206920,RT,This is disappointing. limited access to essential medications,1782
16335,113315,1341206980,RE,This is disappointing. loss of biodiversity accelerating,1783
29978,24031,1341207040,MT,This is disappointing. predatory lending practices continuing,1784
452453,11444,1341207100,RT,This is disappointing. fitness technology not accessible to all,1785
3214,176473,1341207160,RE,This is disappointing. fans disappointed by creative choices,1786
87319,309612,1341207220,MT,This is disappointing. job opportunities not keeping pace with skills,1787
73319,36521,1341207280,RT,This is disappointing. technological failures affecting progress,1788
346917,121217,1341207340,RE,This is disappointing. wellness programs being inaccessible,1789
35216,5795,1341207400,MT,Not a fan of this at all. misinformation shaping public policy,1790
188,34629,1341207460,RT,Not a fan of this at all. technology decisions made without public input,1791
73485,267269,1341207520,RE,Not a fan of this at all. limited access to essential medications,1792
62514,992,1341207580,MT,Not a fan of this at all. loss of biodiversity accelerating,1793
32526,54214,1341207640,RT,Not a fan of this at all. predatory lending practices continuing,1794
828,70993,1341207700,RE,Not a fan of this at all. fitness technology not accessible to all,1795
34950,6607,1341207760,MT,Not a fan of this at all. fans disappointed by creative choices,1796
93990,242386,1341207820,RT,Not a fan of this at all. job opportunities not keeping pace with skills,1797
63790,168172,1341207880,RE,Not a fan of this at all. technological failures affecting progress,1798
9816,6435,1341207940,MT,Not a fan of this at all. wellness programs being inaccessible,1799
30799,689,1341208000,RT,Love this! basic rights being treated as negotiable,1800
21979,42180,1341208060,RE,Love this! AI hype overshadowing real capabilities,1801
6585,40185,1341208120,MT,Love this! stress and anxiety rising globally,1802
8381,11953,1341208180,RT,Love this! unsustainable agriculture harming ecosystems,1803
249845,30223,1341208240,RE,Love this! centralized control limiting financial freedom,1804
93147,53817,1341208300,MT,Love this! overemphasis on competition over wellness,1805
14887,18827,1341208360,RT,Love this! actors criticized unfairly for roles,1806
12945,7451,1341208420,RE,Love this! career growth blocked by bureaucracy,1807
82858,144204,1341208480,MT,Love this! research not addressing real-world needs,1808
68266,21397,1341208540,RT,Love this! lack of guidance for lifestyle changes,1809
14070,59,1341208600,RE,So glad to see this! basic rights being treated as negotiable,1810
27037,1253,1341208660,MT,So glad to see this! AI hype overshadowing real capabilities,1811
38225,3024,1341208720,RT,So glad to see this! stress and anxiety rising globally,1812
4309,93208,1341208780,RE,So glad to see this! unsustainable agriculture harming ecosystems,1813
80868,28980,1341208840,MT,So glad to see this! centralized control limiting financial freedom,1814
26927,319196,1341208900,RT,So glad to see this! overemphasis on competition over wellness,1815
38642,97179,1341208960,RE,So glad to see this! actors criticized unfairly for roles,1816
12662,33150,1341209020,MT,So glad to see this! career growth blocked by bureaucracy,1817
22799,9229,1341209080,RT,So glad to see this! research not addressing real-world needs,1818
17676,95124,1341209140,RE,So glad to see this! lack of guidance for lifestyle changes,1819
14564,3998,1341209200,MT,Brilliant work! basic rights being treated as negotiable,1820
63,11053,1341209260,RT,Brilliant work! AI hype overshadowing real capabilities,1821
8385,325463,1341209320,RE,Brilliant work! stress and anxiety rising globally,1822
325,78063,1341209380,MT,Brilliant work! unsustainable agriculture harming ecosystems,1823
37559,74040,1341209440,RT,Brilliant work! centralized control limiting financial freedom,1824
85586,20922,1341209500,RE,Brilliant work! overemphasis on competition over wellness,1825
420228,9906,1341209560,MT,Brilliant work! actors criticized unfairly for roles,1826
50408,28452,1341209620,RT,Brilliant work! career growth blocked by bureaucracy,1827
36304,10154,1341209680,RE,Brilliant work! research not addressing real-world needs,1828
55291,73085,1341209740,MT,Brilliant work! lack of guidance for lifestyle changes,1829
122469,34719,1341209800,RT,Hate this. basic rights being treated as negotiable,1830
16990,45884,1341209860,RE,Hate this. AI hype overshadowing real capabilities,1831
108150,40185,1341209920,MT,Hate this. stress and anxiety rising globally,1832
26152,163,1341209980,RT,Hate this. unsustainable agriculture harming ecosystems,1833
103986,5741,1341210040,RE,Hate this. centralized control limiting financial freedom,1834
103448,133894,1341210100,MT,Hate this. overemphasis on competition over wellness,1835
138369,18104,1341210160,RT,Hate this. actors criticized unfairly for roles,1836
29493,451156,1341210220,RE,Hate this. career growth blocked by bureaucracy,1837
3976,65673,1341210280,MT,Hate this. research not addressing real-world needs,1838
52497,8889,1341210340,RT,Hate this. lack of guidance for lifestyle changes,1839
268,31510,1341210400,RE,This is disappointing. basic rights being treated as negotiable,1840
1231,282758,1341210460,MT,This is disappointing. AI hype overshadowing real capabilities,1841
100103,72269,1341210520,RT,This is disappointing. stress and anxiety rising globally,1842
34248,135369,1341210580,RE,This is disappointing. unsustainable agriculture harming ecosystems,1843
52413,3343,1341210640,MT,This is disappointing. centralized control limiting financial freedom,1844
304715,18771,1341210700,RT,This is disappointing. overemphasis on competition over wellness,1845
23587,29100,1341210760,RE,This is disappointing. actors criticized unfairly for roles,1846
143992,35180,1341210820,MT,This is disappointing. career growth blocked by bureaucracy,1847
85479,23635,1341210880,RT,This is disappointing. research not addressing real-world needs,1848
9251,93266,1341210940,RE,This is disappointing. lack of guidance for lifestyle changes,1849
10179,239782,1341211000,MT,Not a fan of this at all. basic rights being treated as negotiable,1850
3228,236994,1341211060,RT,Not a fan of this at all. AI hype overshadowing real capabilities,1851
502,26092,1341211120,RE,Not a fan of this at all. stress and anxiety rising globally,1852
8745,170665,1341211180,MT,Not a fan of this at all. unsustainable agriculture harming ecosystems,1853
41792,249845,1341211240,RT,Not a fan of this at all. centralized control limiting financial freedom,1854
48190,11444,1341211300,RE,Not a fan of this at all. overemphasis on competition over wellness,1855
74783,65187,1341211360,MT,Not a fan of this at all. actors criticized unfairly for roles,1856
134595,27034,1341211420,RT,Not a fan of this at all. career growth blocked by bureaucracy,1857
144204,32532,1341211480,RE,Not a fan of this at all. research not addressing real-world needs,1858
67204,49974,1341211540,MT,Not a fan of this at all. lack of guidance for lifestyle changes,1859
2287,456,1341211600,RT,Love this! policies driven by political theater,1860
38009,63931,1341211660,RE,Love this! ethical concerns being dismissed,1861
36556,73485,1341211720,MT,Love this! insurance gaps leaving people unprotected,1862
16538,42177,1341211780,RT,Love this! air quality deteriorating in urban areas,1863
71336,183894,1341211840,RE,Love this! investor education being neglected,1864
15039,68256,1341211900,MT,Love this! injury prevention programs underfunded,1865
103181,2374,1341211960,RT,Love this! over-commercialization in music or film,1866
286739,159515,1341212020,RE,Love this! skills training not aligned with industry demands,1867
95377,93032,1341212080,MT,Love this! scientific data being misinterpreted,1868
10357,36841,1341212140,RT,Love this! motivational content feeling hollow,1869
113099,979,1341212200,RE,So glad to see this! policies driven by political theater,1870
3637,14064,1341212260,MT,So glad to see this! ethical concerns being dismissed,1871
24704,22450,1341212320,RT,So glad to see this! insurance gaps leaving people unprotected,1872
285443,16618,1341212380,RE,So glad to see this! air quality deteriorating in urban areas,1873
29978,109872,1341212440,MT,So glad to see this! investor education being neglected,1874
14728,169754,1341212500,RT,So glad to see this! injury prevention programs underfunded,1875
58159,67666,1341212560,RE,So glad to see this! over-commercialization in music or film,1876
16216,12456,1341212620,MT,So glad to see this! skills training not aligned with industry demands,1877
53966,265816,1341212680,RT,So glad to see this! scientific data being misinterpreted,1878
6023,70550,1341212740,RE,So glad to see this! motivational content feeling hollow,1879
214,14615,1341212800,MT,Brilliant work! policies driven by political theater,1880
1270,3188,1341212860,RT,Brilliant work! ethical concerns being dismissed,1881
141656,184761,1341212920,RE,Brilliant work! insurance gaps leaving people unprotected,1882
128779,101854,1341212980,MT,Brilliant work! air quality deteriorating in urban areas,1883
129960,37559,1341213040,RT,Brilliant work! investor education being neglected,1884
16546,61005,1341213100,RE,Brilliant work! injury prevention programs underfunded,1885
180890,1912,1341213160,MT,Brilliant work! over-commercialization in music or film,1886
264996,29588,1341213220,RT,Brilliant work! skills training not aligned with industry demands,1887
57648,35426,1341213280,RE,Brilliant work! scientific data being misinterpreted,1888
247440,13131,1341213340,MT,Brilliant work! motivational content feeling hollow,1889
2572,322,1341213400,RT,Hate this. policies driven by political theater,1890
550,140893,1341213460,RE,Hate this. ethical concerns being dismissed,1891
9155,90578,1341213520,MT,Hate this. insurance gaps leaving people unprotected,1892
16211,5082,1341213580,RT,Hate this. air quality deteriorating in urban areas,1893
31624,51638,1341213640,RE,Hate this. investor education being neglected,1894
66730,22472,1341213700,MT,Hate this. injury prevention programs underfunded,1895
6671,16455,1341213760,RT,Hate this. over-commercialization in music or film,1896
387245,83921,1341213820,RE,Hate this. skills training not aligned with industry demands,1897
3193,10053,1341213880,MT,Hate this. scientific data being misinterpreted,1898
72145,128458,1341213940,RT,Hate this. motivational content feeling hollow,1899
50733,27483,1341214000,RE,This is disappointing. policies driven by political theater,1900
91,26674,1341214060,MT,This is disappointing. ethical concerns being dismissed,1901
106825,128515,1341214120,RT,This is disappointing. insurance gaps leaving people unprotected,1902
60365,34809,1341214180,RE,This is disappointing. air quality deteriorating in urban areas,1903
35354,26171,1341214240,MT,This is disappointing. investor education being neglected,1904
60350,44246,1341214300,RT,This is disappointing. injury prevention programs underfunded,1905
21007,121179,1341214360,RE,This is disappointing. over-commercialization in music or film,1906
117882,22408,1341214420,MT,This is disappointing. skills training not aligned with industry demands,1907
126028,116495,1341214480,RT,This is disappointing. scientific data being misinterpreted,1908
144026,6023,1341214540,RE,This is disappointing. motivational content feeling hollow,1909
33833,12687,1341214600,MT,Not a fan of this at all. policies driven by political theater,1910
21643,36417,1341214660,RT,Not a fan of this at all. ethical concerns being dismissed,1911
298,22924,1341214720,RE,Not a fan of this at all. insurance gaps leaving people unprotected,1912
10685,34226,1341214780,MT,Not a fan of this at all. air quality deteriorating in urban areas,1913
17881,180857,1341214840,RT,Not a fan of this at all. investor education being neglected,1914
10819,73227,1341214900,RE,Not a fan of this at all. injury prevention programs underfunded,1915
43440,12058,1341214960,MT,Not a fan of this at all. over-commercialization in music or film,1916
144338,75684,1341215020,RT,Not a fan of this at all. skills training not aligned with industry demands,1917
48745,107766,1341215080,RE,Not a fan of this at all. scientific data being misinterpreted,1918
138635,6712,1341215140,MT,Not a fan of this at all. motivational content feeling hollow,1919
50901,31617,1341215200,RT,Love this! short-term fixes replacing real solutions,1920
273,85739,1341215260,RE,Love this! automation without reskilling plans,1921
13235,15691,1341215320,MT,Love this! healthcare innovation being slow,1922
73343,2568,1341215380,RT,Love this! environmental activism facing resistance,1923
136565,12122,1341215440,RE,Love this! crypto wallets being hacked frequently,1924
5799,123135,1341215500,MT,Love this! lack of proper recovery protocols,1925
59343,99,1341215560,RT,Love this! films neglecting representation,1926
31576,2127,1341215620,RE,Love this! schools lacking proper facilities,1927
54226,166169,1341215680,MT,Love this! experiments delayed due to lack of resources,1928
55291,12938,1341215740,RT,Love this! personal growth efforts facing obstacles,1929
37523,9881,1341215800,RE,So glad to see this! short-term fixes replacing real solutions,1930
459,20718,1341215860,MT,So glad to see this! automation without reskilling plans,1931
25784,3361,1341215920,RT,So glad to see this! healthcare innovation being slow,1932
85083,4561,1341215980,RE,So glad to see this! environmental activism facing resistance,1933
266,42208,1341216040,MT,So glad to see this! crypto wallets being hacked frequently,1934
34179,7057,1341216100,RT,So glad to see this! lack of proper recovery protocols,1935
28067,103008,1341216160,RE,So glad to see this! films neglecting representation,1936
18641,335212,1341216220,MT,So glad to see this! schools lacking proper facilities,1937
69567,62619,1341216280,RT,So glad to see this! experiments delayed due to lack of resources,1938
101783,70380,1341216340,RE,So glad to see this! personal growth efforts facing obstacles,1939
5859,9363,1341216400,MT,Brilliant work! short-term fixes replacing real solutions,1940
5071,17155,1341216460,RT,Brilliant work! automation without reskilling plans,1941
6753,259849,1341216520,RE,Brilliant work! healthcare innovation being slow,1942
222,50836,1341216580,MT,Brilliant work! environmental activism facing resistance,1943
40398,228749,1341216640,RT,Brilliant work! crypto wallets being hacked frequently,1944
20192,33313,1341216700,RE,Brilliant work! lack of proper recovery protocols,1945
6093,61446,1341216760,MT,Brilliant work! films neglecting representation,1946
47515,50408,1341216820,RT,Brilliant work! schools lacking proper facilities,1947
42574,130815,1341216880,RE,Brilliant work! experiments delayed due to lack of resources,1948
443349,20939,1341216940,MT,Brilliant work! personal growth efforts facing obstacles,1949
122488,3533,1341217000,RT,Hate this. short-term fixes replacing real solutions,1950
2824,38226,1341217060,RE,Hate this. automation without reskilling plans,1951
69883,12469,1341217120,MT,Hate this. healthcare innovation being slow,1952
992,114312,1341217180,RT,Hate this. environmental activism facing resistance,1953
80507,63773,1341217240,RE,Hate this. crypto wallets being hacked frequently,1954
44246,42287,1341217300,MT,Hate this. lack of proper recovery protocols,1955
65919,14683,1341217360,RT,Hate this. films neglecting representation,1956
14825,17109,1341217420,RE,Hate this. schools lacking proper facilities,1957
210094,52926,1341217480,MT,Hate this. experiments delayed due to lack of resources,1958
239867,324281,1341217540,RT,Hate this. personal growth efforts facing obstacles,1959
11852,92274,1341217600,RE,This is disappointing. short-term fixes replacing real solutions,1960
4693,75830,1341217660,MT,This is disappointing. automation without reskilling plans,1961
171734,13758,1341217720,RT,This is disappointing. healthcare innovation being slow,1962
30400,36224,1341217780,RE,This is disappointing. environmental activism facing resistance,1963
12122,144933,1341217840,MT,This is disappointing. crypto wallets being hacked frequently,1964
38028,208863,1341217900,RT,This is disappointing. lack of proper recovery protocols,1965
50267,8964,1341217960,RE,This is disappointing. films neglecting representation,1966
68277,242386,1341218020,MT,This is disappointing. schools lacking proper facilities,1967
47241,28802,1341218080,RT,This is disappointing. experiments delayed due to lack of resources,1968
14793,51755,1341218140,RE,This is disappointing. personal growth efforts facing obstacles,1969
89805,19908,1341218200,MT,Not a fan of this at all. short-term fixes replacing real solutions,1970
11339,74014,1341218260,RT,Not a fan of this at all. automation without reskilling plans,1971
3772,11621,1341218320,RE,Not a fan of this at all. healthcare innovation being slow,1972
225318,113223,1341218380,MT,Not a fan of this at all. environmental activism facing resistance,1973
449128,29978,1341218440,RT,Not a fan of this at all. crypto wallets being hacked frequently,1974
24054,84902,1341218500,RE,Not a fan of this at all. lack of proper recovery protocols,1975
176473,16174,1341218560,MT,Not a fan of this at all. films neglecting representation,1976
78220,27848,1341218620,RT,Not a fan of this at all. schools lacking proper facilities,1977
3976,107766,1341218680,RE,Not a fan of this at all. experiments delayed due to lack of resources,1978
108224,35059,1341218740,MT,Not a fan of this at all. personal growth efforts facing obstacles,1979
27723,1837,1341218800,RT,Love this! public resources being mismanaged,1980
369,39959,1341218860,RE,Love this! opaque recommendation algorithms,1981
91500,344696,1341218920,MT,Love this! wellness initiatives ignoring minorities,1982
65634,8606,1341218980,RT,Love this! inadequate funding for conservation projects,1983
13076,35369,1341219040,RE,Love this! financial regulations lagging behind innovation,1984
417,2739,1341219100,MT,Love this! coaching ethics being questioned,1985
4014,410367,1341219160,RT,Love this! media spreading misinformation about stars,1986
241984,128915,1341219220,RE,Love this! students under pressure without support,1987
116893,204728,1341219280,MT,Love this! scientists underappreciated for their work,1988
33620,39666,1341219340,RT,Love this! stress management programs underfunded,1989
53508,468,1341219400,RE,So glad to see this! public resources being mismanaged,1990
10916,1647,1341219460,MT,So glad to see this! opaque recommendation algorithms,1991
95510,53258,1341219520,RT,So glad to see this! wellness initiatives ignoring minorities,1992
24750,388659,1341219580,RE,So glad to see this! inadequate funding for conservation projects,1993
31698,39464,1341219640,MT,So glad to see this! financial regulations lagging behind innovation,1994
66730,182825,1341219700,RT,So glad to see this! coaching ethics being questioned,1995
170103,184606,1341219760,RE,So glad to see this! media spreading misinformation about stars,1996
59178,57319,1341219820,MT,So glad to see this! students under pressure without support,1997
32098,43549,1341219880,RT,So glad to see this! scientists underappreciated for their work,1998
6175,2992,1341219940,RE,So glad to see this! stress management programs underfunded,1999
14672,34719,1341220000,MT,Brilliant work! public resources being mismanaged,2000
21585,78528,1341220060,RT,Brilliant work! opaque recommendation algorithms,2001
27864,42178,1341220120,RE,Brilliant work! wellness initiatives ignoring minorities,2002
4741,527,1341220180,MT,Brilliant work! inadequate funding for conservation projects,2003
2157,6645,1341220240,RT,Brilliant work! financial regulations lagging behind innovation,2004
431,26684,1341220300,RE,Brilliant work! coaching ethics being questioned,2005
23633,36065,1341220360,MT,Brilliant work! media spreading misinformation about stars,2006
12342,335212,1341220420,RT,Brilliant work! students under pressure without support,2007
8201,242935,1341220480,RE,Brilliant work! scientists underappreciated for their work,2008
23946,285185,1341220540,MT,Brilliant work! stress management programs underfunded,2009
13821,14584,1341220600,RT,Hate this. public resources being mismanaged,2010
62125,11854,1341220660,RE,Hate this. opaque recommendation algorithms,2011
82825,44456,1341220720,MT,Hate this. wellness initiatives ignoring minorities,2012
10942,225318,1341220780,RT,Hate this. inadequate funding for conservation projects,2013
30750,93181,1341220840,RE,Hate this. financial regulations lagging behind innovation,2014
68131,5628,1341220900,MT,Hate this. coaching ethics being questioned,2015
4567,132650,1341220960,RT,Hate this. media spreading misinformation about stars,2016
7803,159515,1341221020,RE,Hate this. students under pressure without support,2017
16099,8512,1341221080,MT,Hate this. scientists underappreciated for their work,2018
302869,92785,1341221140,RT,Hate this. stress management programs underfunded,2019
9762,3533,1341221200,RE,This is disappointing. public resources being mismanaged,2020
27179,5207,1341221260,MT,This is disappointing. opaque recommendation algorithms,2021
54135,65709,1341221320,RT,This is disappointing. wellness initiatives ignoring minorities,2022
188032,359960,1341221380,RE,This is disappointing. inadequate funding for conservation projects,2023
1101,26289,1341221440,MT,This is disappointing. financial regulations lagging behind innovation,2024
217388,115612,1341221500,RT,This is disappointing. coaching ethics being questioned,2025
254611,48982,1341221560,RE,This is disappointing. media spreading misinformation about stars,2026
1104,44652,1341221620,MT,This is disappointing. students under pressure without support,2027
69475,84589,1341221680,RT,This is disappointing. scientists underappreciated for their work,2028
14241,60739,1341221740,RE,This is disappointing. stress management programs underfunded,2029
677,30992,1341221800,MT,Not a fan of this at all. public resources being mismanaged,2030
9221,11103,1341221860,RT,Not a fan of this at all. opaque recommendation algorithms,2031
22450,36363,1341221920,RE,Not a fan of this at all. wellness initiatives ignoring minorities,2032
4123,177746,1341221980,MT,Not a fan of this at all. inadequate funding for conservation projects,2033
61508,119268,1341222040,RT,Not a fan of this at all. financial regulations lagging behind innovation,2034
84902,235207,1341222100,RE,Not a fan of this at all. coaching ethics being questioned,2035
76048,17564,1341222160,MT,Not a fan of this at all. media spreading misinformation about stars,2036
319990,54856,1341222220,RT,Not a fan of this at all. students under pressure without support,2037
188384,149796,1341222280,RE,Not a fan of this at all. scientists underappreciated for their work,2038
50816,14241,1341222340,MT,Not a fan of this at all. stress management programs underfunded,2039
228,38602,1341222400,RT,Love this! science being ignored in policy decisions,2040
47175,18915,1341222460,RE,Love this! AI replacing human judgment too quickly,2041
50266,90578,1341222520,MT,Love this! lack of affordable mental health resources,2042
56725,171180,1341222580,RT,Love this! public awareness not translating into action,2043
67581,30742,1341222640,RE,Love this! market manipulation harming ordinary investors,2044
138766,41736,1341222700,MT,Love this! fitness classes not catering to beginners,2045
132002,276767,1341222760,RT,Love this! projects rushed to meet deadlines,2046
47249,132857,1341222820,RE,Love this! mentorship opportunities being inaccessible,2047
263930,42836,1341222880,MT,Love this! space missions facing budget cuts,2048
195528,201077,1341222940,RT,Love this! self-improvement advice being inconsistent,2049
4599,35248,1341223000,RE,So glad to see this! science being ignored in policy decisions,2050
42173,20244,1341223060,MT,So glad to see this! AI replacing human judgment too quickly,2051
10853,66278,1341223120,RT,So glad to see this! lack of affordable mental health resources,2052
40612,36224,1341223180,RE,So glad to see this! public awareness not translating into action,2053
122880,23576,1341223240,MT,So glad to see this! market manipulation harming ordinary investors,2054
235207,25440,1341223300,RT,So glad to see this! fitness classes not catering to beginners,2055
170103,72388,1341223360,RE,So glad to see this! projects rushed to meet deadlines,2056
17647,154581,1341223420,MT,So glad to see this! mentorship opportunities being inaccessible,2057
223125,49695,1341223480,RT,So glad to see this! space missions facing budget cuts,2058
17676,3770,1341223540,RE,So glad to see this! self-improvement advice being inconsistent,2059
18168,511,1341223600,MT,Brilliant work! science being ignored in policy decisions,2060
324955,105601,1341223660,RT,Brilliant work! AI replacing human judgment too quickly,2061
28091,92066,1341223720,RE,Brilliant work! lack of affordable mental health resources,2062
66977,77555,1341223780,MT,Brilliant work! public awareness not translating into action,2063
24873,12824,1341223840,RT,Brilliant work! market manipulation harming ordinary investors,2064
191049,66778,1341223900,RE,Brilliant work! fitness classes not catering to beginners,2065
54023,276767,1341223960,MT,Brilliant work! projects rushed to meet deadlines,2066
140013,154193,1341224020,RT,Brilliant work! mentorship opportunities being inaccessible,2067
18040,86845,1341224080,RE,Brilliant work! space missions facing budget cuts,2068
443811,221458,1341224140,MT,Brilliant work! self-improvement advice being inconsistent,2069
54039,30230,1341224200,RT,Hate this. science being ignored in policy decisions,2070
36875,75846,1341224260,RE,Hate this. AI replacing human judgment too quickly,2071
15113,14934,1341224320,MT,Hate this. lack of affordable mental health resources,2072
28253,14570,1341224380,RT,Hate this. public awareness not translating into action,2073
7634,202812,1341224440,RE,Hate this. market manipulation harming ordinary investors,2074
61130,14431,1341224500,MT,Hate this. fitness classes not catering to beginners,2075
190358,93688,1341224560,RT,Hate this. projects rushed to meet deadlines,2076
75795,6013,1341224620,RE,Hate this. mentorship opportunities being inaccessible,2077
16496,387522,1341224680,MT,Hate this. space missions facing budget cuts,2078
11365,191347,1341224740,RT,Hate this. self-improvement advice being inconsistent,2079
8005,2670,1341224800,RE,This is disappointing. science being ignored in policy decisions,2080
10121,37832,1341224860,MT,This is disappointing. AI replacing human judgment too quickly,2081
34797,22084,1341224920,RT,This is disappointing. lack of affordable mental health resources,2082
992,11711,1341224980,RE,This is disappointing. public awareness not translating into action,2083
129960,7825,1341225040,MT,This is disappointing. market manipulation harming ordinary investors,2084
57987,123135,1341225100,RT,This is disappointing. fitness classes not catering to beginners,2085
10745,111494,1341225160,RE,This is disappointing. projects rushed to meet deadlines,2086
39071,19872,1341225220,MT,This is disappointing. mentorship opportunities being inaccessible,2087
15466,230245,1341225280,RT,This is disappointing. space missions facing budget cuts,2088
36987,65003,1341225340,RE,This is disappointing. self-improvement advice being inconsistent,2089
5335,383,1341225400,MT,Not a fan of this at all. science being ignored in policy decisions,2090
